|※|brand|name|80PLUS|規格|奥行|ｹｰﾌﾞﾙ|EPS 8pin|OEM|ベースモデル|PCB|1次側方式|1次側Cap(s)|2次側方式|2次側液体Caps|2次側固体Caps|プラグイン基板Caps|ファン|ﾌｧﾝﾚｽ|備考|画像等1|画像等2|画像等3|画像等4|h
||Phanteks|[[REVOLT X PSU PH-P1200PS:https://kakaku.com/item/K0001113235/]]|Platinum|ATX|170|full|x4|Seasonic|Seasonic PRIME PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|RAIDMAX|[[Cobra Power RX-600AE-M:https://kakaku.com/item/K0001021590/]]|Gold|ATX|163|full|x1|Andyson|(Aerocool KCAS G)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|? 日本メーカー 105c|? ﾀﾞｲｵｰﾄﾞ整流 + DC/DC|? Teapo 105c|不明|n/a|? POWERYEAR PY-13525H12S|n/a|-|||||
|終売|RAIDMAX|[[Cobra Power RX-800AE-M:https://kakaku.com/item/K0001021591/]]|Gold|ATX|163|full|x1|Andyson|(Aerocool KCAS G)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c|? ﾀﾞｲｵｰﾄﾞ整流 + DC/DC|Teapo 105c|不明|n/a|POWERYEAR PY-13525H12S|n/a|-|[[link:https://www.overclockers.ua/power/raidmax-cobra-rx-800ae/]]||||
|終売|RAIDMAX|[[Thunder RGB RX-535AP-R:https://kakaku.com/item/K0001021588/]]|Bronze|ATX|165|semi|x1|Andyson|(Xigmatek Marverick S)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|? Teapo 85c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|? &#x4a;unFu 105c|n/a|n/a|? POWERYEAR PY-13525M12S|n/a|-|||||
|終売|RAIDMAX|[[Thunder RGB RX-735AP-R:https://kakaku.com/item/K0001021589/]]|Bronze|ATX|165|semi|x1|Andyson|(Xigmatek Marverick S)|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|Teapo 85c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|&#x4a;unFu 105c|n/a|n/a|POWERYEAR PY-13525M12S|n/a|-|[[link:https://www.overclockers.ua/power/raidmax-thunder-rgb-rx-735ap-r/]]||||
||Scythe|[[CORE-SFX300:https://kakaku.com/item/K0000643353/]]|未取得|SFX|100|fixed|-|不明|不明|片面|不明|不明|不明|不明|不明|n/a|QHD 80mm|n/a|-|[[link:http://hatoka.blog.fc2.com/blog-entry-60.html]]||||
||Scythe|[[CORE-TFX275:https://kakaku.com/item/K0000933818/]]|未取得|TFX|175|fixed|-|不明|不明|片面|不明|不明|不明|不明|不明|n/a|QHD QH8020SE 12M|n/a|-|[[link:https://sarashina.info/pc/vostrodengen.html]]||||
||Scythe|[[Ichi Power IP250B:https://kakaku.com/item/K0000275816/]]|未取得|ATX|140|fixed|-|不明|不明|片面|不明|不明|不明|不明|不明|n/a|不明|n/a|-|||||
||Scythe|[[鎌力シルバー プラグイン750W SPKS-750P:https://kakaku.com/item/K0000914833/]]|Silver|ATX|160|semi|x1|Sirtec|Sirtec Astro Lite HPM |片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|不明|同期整流 + DC/DC|不明 105c|n/a|n/a|不明|n/a|-|[[link:https://www.scythe.co.jp/product/power/spks-750p]]||||
|終売|Scythe|[[剛短3 プラグイン SPGT3-400P:https://kakaku.com/item/K0000904367/]]|Bronze|ATX|123|semi|x1|Sirtec|Sirtec Element Smart|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|-|||||
||Scythe|[[剛短4 プラグイン SPGT4-500P:https://kakaku.com/item/K0001119172/]]|Bronze|ATX|125|semi|x1|Sirtec|Sirtec Element Smart|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|-|||||
||Scythe|[[剛短4 プラグイン SPGT4-600P:https://kakaku.com/item/K0001119173/]]|Bronze|ATX|125|semi|x1|Sirtec|Sirtec Element Smart|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|-|||||
||Scythe|[[剛短4 プラグイン SPGT4-700P:https://kakaku.com/item/K0001119174/]]|Bronze|ATX|125|semi|x1|Sirtec|Sirtec Element Smart|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|-|||||
|終売|Seasonic|[[SSR-450FM:https://kakaku.com/item/K0001042495/]]|Gold|ATX|140|semi|x1|Seasonic|Seasonic Focus Gold|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c|同期整流 + DC/DC|日本メーカー 105c|chemi-con or FPCAP|FPCAP / Enesol|&#x48;ongHua HA1225M12F-Z|n/a|-|[[link:http://www.f14lab.com/2018/04/review-seasonic-focus-gold-450w.html]]||||
||Seasonic|[[SSR-550FM:https://kakaku.com/item/K0001042496/]]|Gold|ATX|140|semi|x1|Seasonic|Seasonic Focus Gold|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c|同期整流 + DC/DC|日本メーカー 105c|chemi-con or FPCAP|FPCAP / Enesol|&#x48;ongHua HA1225H12F-Z|n/a|-|[[link:https://review.kakaku.com/review/K0001042496/ReviewCD=1191453/ImageID=443813/]]||||
||Seasonic|[[FOCUS-GM-550:https://kakaku.com/item/K0001238313/]]|Gold|ATX|140|full|x1|Seasonic|Seasonic Focus GM|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GM-650:https://kakaku.com/item/K0001238314/]]|Gold|ATX|140|full|x1|Seasonic|Seasonic Focus GM|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GM-750:https://kakaku.com/item/K0001238315/]]|Gold|ATX|140|full|x1|Seasonic|Seasonic Focus GM|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GM-850:https://kakaku.com/item/K0001238316/]]|Gold|ATX|140|full|x1|Seasonic|Seasonic Focus GM|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GX-650:https://kakaku.com/item/K0001238310/]]|Gold|ATX|140|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GX-650S:https://kakaku.com/item/K0001346034/]]|Gold|ATX|140|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GX-750:https://kakaku.com/item/K0001238311/]]|Gold|ATX|140|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GX-750S:https://kakaku.com/item/K0001346035/]]|Gold|ATX|140|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GX-850:https://kakaku.com/item/K0001238312/]]|Gold|ATX|140|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-GX-850S:https://kakaku.com/item/K0001346036/]]|Gold|ATX|140|full|x2|Seasonic|Seasonic Focus GX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-PX-650:https://kakaku.com/item/K0001238307/]]|Platinum|ATX|140|full|x2|Seasonic|Seasonic Focus PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-PX-750:https://kakaku.com/item/K0001238308/]]|Platinum|ATX|140|full|x2|Seasonic|Seasonic Focus PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-PX-750S:https://kakaku.com/item/K0001346037/]]|Platinum|ATX|140|full|x2|Seasonic|Seasonic Focus PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-PX-850:https://kakaku.com/item/K0001238309/]]|Platinum|ATX|140|full|x2|Seasonic|Seasonic Focus PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[FOCUS-PX-850S:https://kakaku.com/item/K0001346038/]]|Platinum|ATX|140|full|x2|Seasonic|Seasonic Focus PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[PRIME-PX-1000S:https://kakaku.com/item/K0001346032/]]|Platinum|ATX|170|full|x2|Seasonic|Seasonic PRIME PX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[PRIME-TX-650:https://kakaku.com/item/K0001257476/]]|Titanium|ATX|170|full|x2|Seasonic|Seasonic PRIME TX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[PRIME-TX-750:https://kakaku.com/item/K0001257477/]]|Titanium|ATX|170|full|x2|Seasonic|Seasonic PRIME TX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[PRIME-TX-850:https://kakaku.com/item/K0001257478/]]|Titanium|ATX|170|full|x2|Seasonic|Seasonic PRIME TX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||Seasonic|[[PRIME-TX-850S:https://kakaku.com/item/K0001346033/]]|Titanium|ATX|170|full|x2|Seasonic|Seasonic PRIME TX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|Sharkoon|[[SHA-SFX450B:https://kakaku.com/item/K0000746880/]]|Bronze|SFX|100|semi|x1|Sirtec|Sirtec Compact SFX Bronze|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|TEAPO 105c|n/a|n/a|不明|n/a|-|[[link:https://www.dospara.co.jp/monotech/news/12445.html]]||||
||Shuttle|[[PC63JV2:https://kakaku.com/item/K0001202148/]]|Silver|Proprietary|200|fixed|x1|||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|SILVERSTONE|[[SST-ET500-B:https://kakaku.com/item/K0001254508/]]|Bronze|ATX|140|fixed|x1|CWT|CWT GPK|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|-|||||
||SILVERSTONE|[[SST-ET500-ARGB:https://www.dirac.co.jp/sst-et500-argb/]]|Bronze|ATX|140|fixed|x1|CWT|CWT GPM|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ||ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET550-B:https://kakaku.com/item/K0000966592/]]|Bronze|ATX|140|fixed|x1|CWT|CWT GPK|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|? &#x43;apXon / &#x4a;unFu 105c|n/a|n/a|? &#x48;ongHua HA1225H12S-Z|n/a|-|||||
||SILVERSTONE|[[SST-ET650-B:https://kakaku.com/item/K0000966591/]]|Bronze|ATX|140|fixed|x1|CWT|CWT GPK|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|日本メーカー 105c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|&#x43;apXon / &#x4a;unFu 105c|n/a|n/a|&#x48;ongHua HA1225H12S-Z|n/a|-|[[link:http://www.realhardtechx.com/index_archivos/SILVERSTONE_Essential_series_ET650_B_650W_5.html]]||||
||SILVERSTONE|[[SST-ET750-B:https://kakaku.com/item/K0001218764/]]|Bronze|ATX|140|fixed|x1|CWT|CWT GPK|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET750-B-Rev:https://kakaku.com/item/K0001334080/]]|Bronze|ATX|140|fixed|x1|CWT|CWT GPK|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET550-G:https://kakaku.com/item/K0000993123/]]|Gold|ATX|140|fixed|x1|CWT|CWT GPS|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c?|同期整流 + DC/DC|不明 105c|不明|n/a|不明|n/a|-|[[link:https://ascii.jp/elem/000/004/054/4054937/3/]]||||
||SILVERSTONE|[[SST-ET550-HG:https://kakaku.com/item/K0001017317/]]|Gold|ATX|160|semi|x1|CWT|CWT GPS|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c|同期整流 + DC/DC|? &#x43;apXon / Su'scon / &#x4a;unFu / ChengX 105c|? APAQ / Elite|n/a|? Yateloon D14SM-12|n/a|-|||||
||SILVERSTONE|[[SST-ET550-HG-Rev:https://kakaku.com/item/K0001308908/]]|Gold|ATX|160|semi|x1|CWT|CWT GPS|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET650-G:https://kakaku.com/item/K0000993124/]]|Gold|ATX|140|fixed|x1|CWT|CWT GPS|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c?|同期整流 + DC/DC|不明 105c|不明|n/a|不明|n/a|-|[[link:https://ascii.jp/elem/000/004/054/4054937/3/]]||||
||SILVERSTONE|[[SST-ET650-HG:https://kakaku.com/item/K0001017318/]]|Gold|ATX|160|semi|x1|CWT|CWT GPS|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c|同期整流 + DC/DC|? &#x43;apXon / Su'scon / &#x4a;unFu / ChengX 105c|? APAQ / Elite|n/a|? Yateloon D14SM-12|n/a|-|||||
||SILVERSTONE|[[SST-ET650-HG-Rev:https://kakaku.com/item/K0001308909/]]|Gold|ATX|160|semi|x1|CWT|CWT GPS|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET750-G:https://kakaku.com/item/K0000993125/]]|Gold|TFX|140|fixed|x1|CWT|CWT GPS|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c?|同期整流 + DC/DC|不明 105c|不明|n/a|不明|n/a|-|[[link:https://ascii.jp/elem/000/004/054/4054937/3/]]||||
||SILVERSTONE|[[SST-ET750-HG:https://kakaku.com/item/K0001017319/]]|Gold|ATX|160|semi|x1|CWT|CWT GPS|片面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC|日本メーカー 105c|同期整流 + DC/DC|&#x43;apXon / Su'scon / &#x4a;unFu / ChengX 105c|APAQ / Elite|n/a|Yateloon D14SM-12|n/a|-|[[link:https://www.profesionalreview.com/2018/06/03/silverstone-et750-hg-gold-review/]]|[[link:https://tecnolocura.es/silverstone-et750-hg-psu-review/]]|[[link:https://aphnetworks.com/reports/silverstone-essential-gold-et750-hg-750w/3]]|[[link:https://bit-tech.net/reviews/tech/psus/silverstone-essential-gold-750w-review/1/]]|
||SILVERSTONE|[[SST-ET750-HG-Rev:https://kakaku.com/item/K0001308910/]]|Gold|ATX|160|semi|x1|CWT|CWT GPS|片面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|SILVERSTONE|[[SST-ST40F-ESB:https://kakaku.com/item/K0000738815/]]|Bronze|ATX|140|fixed|x1|Enhance|Enhance ATX1200B|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|V2|[[link:https://www.silverstonetek.com/product.php?pid=556]]||||
|終売|SILVERSTONE|[[SST-ST50F-ESB:https://kakaku.com/item/K0000738816/]]|Bronze|ATX|140|fixed|x1|Enhance|Enhance ATX1200B|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|V2|[[link:https://www.silverstonetek.com/product.php?pid=557]]||||
||SILVERSTONE|[[SST-ST50F-ESB-V2:https://kakaku.com/item/K0001215999/]]|Bronze|ATX|140|fixed|x1|Enhance|Enhance ATX1200B|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|V2|[[link:https://www.silverstonetek.com/product.php?pid=557]]||||
|終売|SILVERSTONE|[[SST-ST60F-ESB:https://kakaku.com/item/K0000614644/]]|Bronze|ATX|140|fixed|x1|Enhance|Enhance ATX1200B|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|V2|[[link:https://www.silverstonetek.com/product.php?pid=463]]||||
||SILVERSTONE|[[SST-ST70F-ESB:https://kakaku.com/item/K0000614643/]]|Bronze|ATX|140|semi|x1|Enhance|Enhance ATX1200B|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|不明|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|不明 105c|n/a|n/a|不明|n/a|-|[[link:https://www.silverstonetek.com/product.php?pid=464&area=jp]]||||
|終売|SILVERSTONE|[[SST-ST50F-ESG:https://kakaku.com/item/K0000614642/]]|Gold|ATX|140|semi|x1|FSP|FSP Raider|片面|ｱｸﾃｨﾌﾞｸﾗﾝﾌﾟ|Panasonic 105c|同期整流 + 5V/3.3V一括制御|chemi-con / rubycon 105c|n/a|n/a|Yateloon D12SM-12|n/a|-|[[link:https://www.%65xpreview.com/32812-all.html]]|[[link:https://lab501.ro/carcase-surse/silverstone-strider-essential-gold-500w-st50f-esg-review/3]]|||
||SILVERSTONE|[[SST-ET500-MG:https://kakaku.com/item/K0001311026/]]|Gold|ATX|165|full|x1|Andyson||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET600-MG:https://kakaku.com/item/K0001343424/]]|Gold|ATX|165|full|x1|Andyson||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ET700-MG:https://kakaku.com/item/K0001259598/]]|Gold|ATX|165|full|x1|Andyson||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|SILVERSTONE|[[SST-ST60F-PB:https://kakaku.com/item/K0000723873/]]|Bronze|ATX|140|semi|x1|Enhance|Enhance ATX1200B|片面|ﾀﾞﾌﾞﾙﾌｫﾜｰﾄﾞ|Teapo 85c|ﾀﾞｲｵｰﾄﾞ整流 + 12V/5V一括制御|Teapo / TAICON 105c|n/a|不明|Yateloon D12SH-12|n/a|-|[[link:https://nl.hardware.info/product/275000/silverstone-strider-plus-600w]]|[[link:http://www.tweaks.pl/zasilacze/siverstone-strider-plus-st60f-pb-600w-test-modularnego-zasilacza/3/]]|[[link:https://www.ix%62t.com/power/psu/silverstone-st60f-pb-2015.shtml]]||
||SILVERSTONE|[[SST-ST55F-PB:https://kakaku.com/item/K0001238186/]]|Bronze|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST65F-PB:https://kakaku.com/item/K0001238185/]]|Bronze|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST75F-PB:https://kakaku.com/item/K0001238184/]]|Bronze|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST65F-G-V2:https://kakaku.com/item/K0001216000/]]|Gold|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST75F-GS V3:https://kakaku.com/item/K0001136339/]]|Gold|ATX|140|full|x2|Enhance|Enhance ATX2700|両面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1500-GS:https://kakaku.com/item/K0000679244/]]|Gold|ATX|180|full|不明|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-DA550-G:https://kakaku.com/item/K0001335775/]]|Gold|ATX|140|full|x2|CWT|CWT GPX|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-DA650-G:https://kakaku.com/item/K0001335776/]]|Gold|ATX|140|full|x2|CWT|CWT GPX|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-DA750-G:https://kakaku.com/item/K0001335777/]]|Gold|ATX|140|full|x2|CWT|CWT GPX|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-DA850-G:https://kakaku.com/item/K0001335778/]]|Gold|ATX|140|full|x2|CWT|CWT GPX|両面||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-DA1650-G:https://kakaku.com/item/K0001293034/]]|Gold|ATX|180|full|x4|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1000-PT:https://kakaku.com/item/K0000901046/]]|Platinum|ATX|180|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1200-PT:https://kakaku.com/item/K0000901047/]]|Platinum|ATX|180|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1000-PTS:https://kakaku.com/item/K0001141717/]]|Platinum|ATX|140|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1200-PTS:https://kakaku.com/item/K0001141718/]]|Platinum|ATX|140|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST55F-PT:https://kakaku.com/item/K0000812521/]]|Platinum|ATX|140|full|不明|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST65F-PT:https://kakaku.com/item/K0000812522/]]|Platinum|ATX|140|full|不明|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST65F-PT-Rev:https://kakaku.com/item/K0001311030/]]|Platinum|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST75F-PT:https://kakaku.com/item/K0000812523/]]|Platinum|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST75F-PT-Rev:https://kakaku.com/item/K0001311031/]]|Platinum|ATX|140|full|x1|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST85F-PT:https://kakaku.com/item/K0000901045/]]|Platinum|ATX|140|full|不明|Sirtec||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1100-TI:https://kakaku.com/item/K0000987557/]]|Titanium|ATX|180|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1300-TI:https://kakaku.com/item/K0000987558/]]|Titanium|ATX|180|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-ST1500-TI:https://kakaku.com/item/K0000987559/]]|Titanium|ATX|180|full|x2|Enhance||||||||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-NJ450-SXL:https://kakaku.com/item/K0001072058/]]|Platinum|SFX-L|130|full|x1|Enhance|Enhance ENP7700|両面|ﾊｰﾌﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
|終売|SILVERSTONE|[[SST-NJ700:https://kakaku.com/item/K0001346497/]]|Titanium|ATX|170|full|x2|Seasonic|Seasonic PRIME TX|両面|ﾌﾙﾌﾞﾘｯｼﾞ LLC||同期整流 + DC/DC|||||||[[link:]]|[[link:]]|[[link:]]|[[link:]]|
||SILVERSTONE|[[SST-SX300-B:https://kakaku.com/item/K0001218762/]]|Bronze|SFX|100|fixed|x1|不明|不明|片面|不明|不明|ﾀﾞｲｵｰﾄﾞ整流 + DC/DC|不明|APAQ|n/a|不明|n/a|-|||||
|終売|SILVERSTONE|[[SST-SX450-B:https://kakaku.com/item/K0001218763/]]|Bronze|SFX|100|fixed|x1|不明|不明|片面|不明|不明|ﾀﾞｲｵｰﾄﾞ整流 + DC/DC|不明|APAQ|n/a|不明|n/a|-|||||
